epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
186,103319,0.88388,0.44624,0.94029,0.86541,0.90893,0.93414,0.67101,1.09613,0.52968,1.06309,0.0012674,0.0012674,0.0012674
187,103758,0.88442,0.44522,0.9312,0.88993,0.87218,0.93569,0.67746,1.0819,0.53933,1.05246,0.00126344,0.00126344,0.00126344
188,104212,0.88296,0.45547,0.9342,0.87955,0.86767,0.92465,0.65681,1.09153,0.55085,1.06249,0.00125948,0.00125948,0.00125948
189,104726,0.86752,0.4454,0.92249,0.87095,0.88722,0.92024,0.65749,1.10147,0.55808,1.06629,0.00125552,0.00125552,0.00125552
190,105277,0.85547,0.43373,0.9227,0.87175,0.87903,0.92297,0.66868,1.09024,0.53151,1.06715,0.00125156,0.00125156,0.00125156
191,105760,0.86762,0.44598,0.92446,0.87714,0.88033,0.9317,0.6687,1.08965,0.52794,1.05239,0.0012476,0.0012476,0.0012476
192,106202,0.86376,0.44546,0.93275,0.89124,0.86917,0.9267,0.66488,1.10597,0.53716,1.07028,0.00124364,0.00124364,0.00124364
193,106829,0.86129,0.43808,0.93153,0.87262,0.88592,0.92303,0.66343,1.11034,0.52871,1.06689,0.00123968,0.00123968,0.00123968
194,107359,0.866,0.43459,0.92803,0.86076,0.91098,0.92943,0.66779,1.10574,0.5306,1.07303,0.00123572,0.00123572,0.00123572
195,107849,0.86572,0.44384,0.92404,0.87144,0.88679,0.92021,0.65127,1.13267,0.55044,1.09847,0.00123176,0.00123176,0.00123176
196,108253,0.87162,0.44452,0.93258,0.88677,0.86165,0.91966,0.66269,1.11199,0.53819,1.07199,0.0012278,0.0012278,0.0012278
197,108717,0.87886,0.445,0.9343,0.88167,0.8797,0.92709,0.65444,1.12662,0.54695,1.07652,0.00122384,0.00122384,0.00122384
198,109250,0.86039,0.44289,0.92519,0.85486,0.89925,0.92882,0.66492,1.11249,0.53904,1.06534,0.00121988,0.00121988,0.00121988
199,109715,0.85983,0.43001,0.92569,0.86421,0.90075,0.92696,0.66293,1.1081,0.54654,1.06605,0.00121592,0.00121592,0.00121592
200,110172,0.86151,0.42967,0.92969,0.87524,0.88617,0.92947,0.66148,1.11696,0.55361,1.07385,0.00121196,0.00121196,0.00121196
201,110654,0.84861,0.42315,0.92643,0.84278,0.89925,0.92714,0.66653,1.11911,0.53245,1.07909,0.001208,0.001208,0.001208
202,111196,0.84869,0.43203,0.91577,0.88721,0.86767,0.92832,0.6642,1.11214,0.53962,1.07181,0.00120404,0.00120404,0.00120404
203,111697,0.85391,0.427,0.92437,0.871,0.88872,0.93136,0.67069,1.10127,0.53921,1.05969,0.00120008,0.00120008,0.00120008
